"review_id","scored_cat","scored_cat_id","score","completed_at","movie","genre","reviewer_id","review_type","gender_identity","age_group","sexuality"
10003,"Pacing",30,1,"2020-01-07 09:35:05","A Day in Paradise","Comedy",1236,"Critic","Man","35 to 44","Heterosexual"
10003,"Acting Performance",1,1,"2020-01-07 09:35:05","A Day in Paradise","Comedy",1236,"Critic","Man","35 to 44","Heterosexual"
10003,"Symbolism",39,5,"2020-01-07 09:35:05","A Day in Paradise","Comedy",1236,"Critic","Man","35 to 44","Heterosexual"
10004,"Pacing",30,7,"2020-01-08 10:51:50","The Heart's Echo","Romance",1116,"Regular Viewer",NA,"25 to 34","Bisexual"
10004,"Cohesion",11,3,"2020-01-08 10:51:50","The Heart's Echo","Romance",1116,"Regular Viewer",NA,"25 to 34","Bisexual"
10004,"Sound Design",35,7,"2020-01-08 10:51:50","The Heart's Echo","Romance",1116,"Regular Viewer",NA,"25 to 34","Bisexual"
10004,"Costume Design",13,5,"2020-01-08 10:51:50","The Heart's Echo","Romance",1116,"Regular Viewer",NA,"25 to 34","Bisexual"
10004,"Impact on Viewer",24,6,"2020-01-08 10:51:50","The Heart's Echo","Romance",1116,"Regular Viewer",NA,"25 to 34","Bisexual"
10004,"Acting Performance",1,8,"2020-01-08 10:51:50","The Heart's Echo","Romance",1116,"Regular Viewer",NA,"25 to 34","Bisexual"
10005,"Pacing",30,3,"2020-01-12 06:59:42","The Great Heist of the Year","Action",1006,"Critic","Woman","35 to 44","Heterosexual"
10005,"Character Flaws",6,1,"2020-01-12 06:59:42","The Great Heist of the Year","Action",1006,"Critic","Woman","35 to 44","Heterosexual"
10005,"Character Motivations",7,3,"2020-01-12 06:59:42","The Great Heist of the Year","Action",1006,"Critic","Woman","35 to 44","Heterosexual"
10005,"Costume Design",13,2,"2020-01-12 06:59:42","The Great Heist of the Year","Action",1006,"Critic","Woman","35 to 44","Heterosexual"
10005,"Visual Effects",44,3,"2020-01-12 06:59:42","The Great Heist of the Year","Action",1006,"Critic","Woman","35 to 44","Heterosexual"
10005,"Cinematic Techniques",8,2,"2020-01-12 06:59:42","The Great Heist of the Year","Action",1006,"Critic","Woman","35 to 44","Heterosexual"
10006,"Cinematography",10,7,"2020-01-13 17:11:02","The Great Heist of the Year","Action",1107,"Influencer","Non-binary",NA,NA
10006,"Immersion",23,2,"2020-01-13 17:11:02","The Great Heist of the Year","Action",1107,"Influencer","Non-binary",NA,NA
10006,"Editing",18,7,"2020-01-13 17:11:02","The Great Heist of the Year","Action",1107,"Influencer","Non-binary",NA,NA
10006,"Cultural Impact",14,2,"2020-01-13 17:11:02","The Great Heist of the Year","Action",1107,"Influencer","Non-binary",NA,NA
10006,"Cinematic Techniques",8,5,"2020-01-13 17:11:02","The Great Heist of the Year","Action",1107,"Influencer","Non-binary",NA,NA
10006,"Visual Style",45,2,"2020-01-13 17:11:02","The Great Heist of the Year","Action",1107,"Influencer","Non-binary",NA,NA
10006,"Originality",28,5,"2020-01-13 17:11:02","The Great Heist of the Year","Action",1107,"Influencer","Non-binary",NA,NA
10006,"Costume Design",13,5,"2020-01-13 17:11:02","The Great Heist of the Year","Action",1107,"Influencer","Non-binary",NA,NA
10006,"Visual Effects",44,6,"2020-01-13 17:11:02","The Great Heist of the Year","Action",1107,"Influencer","Non-binary",NA,NA
10006,"Viewer Expectations",42,5,"2020-01-13 17:11:02","The Great Heist of the Year","Action",1107,"Influencer","Non-binary",NA,NA
10006,"Music Score",26,4,"2020-01-13 17:11:02","The Great Heist of the Year","Action",1107,"Influencer","Non-binary",NA,NA
10007,"Conflict Resolution",12,1,"2020-01-17 01:45:31","The Last Wish of the Dying Star","Sci-Fi",1257,"Critic","Woman","45 to 54","Heterosexual"
10007,"Emotional Impact",19,1,"2020-01-17 01:45:31","The Last Wish of the Dying Star","Sci-Fi",1257,"Critic","Woman","45 to 54","Heterosexual"
10007,"Character Arcs",3,NA,"2020-01-17 01:45:31","The Last Wish of the Dying Star","Sci-Fi",1257,"Critic","Woman","45 to 54","Heterosexual"
10007,"Dialogue Quality",16,1,"2020-01-17 01:45:31","The Last Wish of the Dying Star","Sci-Fi",1257,"Critic","Woman","45 to 54","Heterosexual"
10007,"Satisfaction with Plot Twists",33,0,"2020-01-17 01:45:31","The Last Wish of the Dying Star","Sci-Fi",1257,"Critic","Woman","45 to 54","Heterosexual"
10007,"Storyline",36,4,"2020-01-17 01:45:31","The Last Wish of the Dying Star","Sci-Fi",1257,"Critic","Woman","45 to 54","Heterosexual"
10008,"Viewer Satisfaction",43,2,"2020-01-21 18:07:56","The Secret of the Moonstone","Mystery",1031,"Influencer","Non-binary",NA,"Heterosexual"
10008,"Editing",18,NA,"2020-01-21 18:07:56","The Secret of the Moonstone","Mystery",1031,"Influencer","Non-binary",NA,"Heterosexual"
10008,"Character Flaws",6,2,"2020-01-21 18:07:56","The Secret of the Moonstone","Mystery",1031,"Influencer","Non-binary",NA,"Heterosexual"
10008,"Immersion",23,4,"2020-01-21 18:07:56","The Secret of the Moonstone","Mystery",1031,"Influencer","Non-binary",NA,"Heterosexual"
10008,"Dialogue Quality",16,2,"2020-01-21 18:07:56","The Secret of the Moonstone","Mystery",1031,"Influencer","Non-binary",NA,"Heterosexual"
10008,"Production Design",31,2,"2020-01-21 18:07:56","The Secret of the Moonstone","Mystery",1031,"Influencer","Non-binary",NA,"Heterosexual"
10008,"Cohesion",11,5,"2020-01-21 18:07:56","The Secret of the Moonstone","Mystery",1031,"Influencer","Non-binary",NA,"Heterosexual"
10009,"Editing",18,5,"2020-01-23 13:14:37","The Heart's Echo","Romance",1020,"Regular Viewer","Woman","35 to 44","Heterosexual"
10009,"Cinematographic Techniques",9,NA,"2020-01-23 13:14:37","The Heart's Echo","Romance",1020,"Regular Viewer","Woman","35 to 44","Heterosexual"
10009,"Cinematic Techniques",8,6,"2020-01-23 13:14:37","The Heart's Echo","Romance",1020,"Regular Viewer","Woman","35 to 44","Heterosexual"
10009,"Immersion",23,6,"2020-01-23 13:14:37","The Heart's Echo","Romance",1020,"Regular Viewer","Woman","35 to 44","Heterosexual"
10009,"Emotional Impact",19,8,"2020-01-23 13:14:37","The Heart's Echo","Romance",1020,"Regular Viewer","Woman","35 to 44","Heterosexual"
10009,"Narrative Structure",27,7,"2020-01-23 13:14:37","The Heart's Echo","Romance",1020,"Regular Viewer","Woman","35 to 44","Heterosexual"
10009,"Conflict Resolution",12,4,"2020-01-23 13:14:37","The Heart's Echo","Romance",1020,"Regular Viewer","Woman","35 to 44","Heterosexual"
10009,"Cinematography",10,3,"2020-01-23 13:14:37","The Heart's Echo","Romance",1020,"Regular Viewer","Woman","35 to 44","Heterosexual"
10010,"Character Arcs",3,1,"2020-01-23 18:00:48","Chasing Shadows","Thriller",1154,"Critic","Woman","25 to 34","Heterosexual"
10010,"World-Building",46,4,"2020-01-23 18:00:48","Chasing Shadows","Thriller",1154,"Critic","Woman","25 to 34","Heterosexual"
10010,"Visual Effects",44,4,"2020-01-23 18:00:48","Chasing Shadows","Thriller",1154,"Critic","Woman","25 to 34","Heterosexual"
10010,"Cameos",2,NA,"2020-01-23 18:00:48","Chasing Shadows","Thriller",1154,"Critic","Woman","25 to 34","Heterosexual"
10010,"Storyline",36,3,"2020-01-23 18:00:48","Chasing Shadows","Thriller",1154,"Critic","Woman","25 to 34","Heterosexual"
10010,"Costume Design",13,NA,"2020-01-23 18:00:48","Chasing Shadows","Thriller",1154,"Critic","Woman","25 to 34","Heterosexual"
10011,"Emotional Impact",19,1,"2020-01-24 03:24:36","The Enchanted Castle","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10011,"Genre Execution",21,2,"2020-01-24 03:24:36","The Enchanted Castle","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10011,"Visual Effects",44,5,"2020-01-24 03:24:36","The Enchanted Castle","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10011,"Narrative Structure",27,2,"2020-01-24 03:24:36","The Enchanted Castle","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10011,"Overall Experience",29,5,"2020-01-24 03:24:36","The Enchanted Castle","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10011,"Dialogue Quality",16,3,"2020-01-24 03:24:36","The Enchanted Castle","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10011,"Cinematography",10,NA,"2020-01-24 03:24:36","The Enchanted Castle","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10011,"Character Flaws",6,NA,"2020-01-24 03:24:36","The Enchanted Castle","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10012,"Character Flaws",6,5,"2020-01-25 10:51:35","The Hidden Fortress of Dreams","Fantasy",1266,"Regular Viewer","Man","25 to 34","Heterosexual"
10012,"Immersion",23,NA,"2020-01-25 10:51:35","The Hidden Fortress of Dreams","Fantasy",1266,"Regular Viewer","Man","25 to 34","Heterosexual"
10012,"World-Building",46,6,"2020-01-25 10:51:35","The Hidden Fortress of Dreams","Fantasy",1266,"Regular Viewer","Man","25 to 34","Heterosexual"
10012,"Storyline",36,4,"2020-01-25 10:51:35","The Hidden Fortress of Dreams","Fantasy",1266,"Regular Viewer","Man","25 to 34","Heterosexual"
10012,"Character Motivations",7,4,"2020-01-25 10:51:35","The Hidden Fortress of Dreams","Fantasy",1266,"Regular Viewer","Man","25 to 34","Heterosexual"
10012,"Visual Effects",44,4,"2020-01-25 10:51:35","The Hidden Fortress of Dreams","Fantasy",1266,"Regular Viewer","Man","25 to 34","Heterosexual"
10012,"Emotional Impact",19,5,"2020-01-25 10:51:35","The Hidden Fortress of Dreams","Fantasy",1266,"Regular Viewer","Man","25 to 34","Heterosexual"
10013,"Cohesion",11,NA,"2020-02-04 23:45:12","The Forgotten City","Fantasy",1078,"Regular Viewer","Woman","45 to 54","Heterosexual"
10013,"Narrative Structure",27,5,"2020-02-04 23:45:12","The Forgotten City","Fantasy",1078,"Regular Viewer","Woman","45 to 54","Heterosexual"
10013,"Symbolism",39,6,"2020-02-04 23:45:12","The Forgotten City","Fantasy",1078,"Regular Viewer","Woman","45 to 54","Heterosexual"
10013,"Acting Performance",1,5,"2020-02-04 23:45:12","The Forgotten City","Fantasy",1078,"Regular Viewer","Woman","45 to 54","Heterosexual"
10013,"Satisfaction with Plot Twists",33,7,"2020-02-04 23:45:12","The Forgotten City","Fantasy",1078,"Regular Viewer","Woman","45 to 54","Heterosexual"
10013,"Dialogue Quality",16,5,"2020-02-04 23:45:12","The Forgotten City","Fantasy",1078,"Regular Viewer","Woman","45 to 54","Heterosexual"
10014,"Viewer Expectations",42,1,"2020-02-07 08:56:05","The Hidden Fortress","Action",1121,"Critic","Man","25 to 34","Heterosexual"
10014,"Cultural Representation",15,3,"2020-02-07 08:56:05","The Hidden Fortress","Action",1121,"Critic","Man","25 to 34","Heterosexual"
10014,"Theme",40,3,"2020-02-07 08:56:05","The Hidden Fortress","Action",1121,"Critic","Man","25 to 34","Heterosexual"
10014,"Sound Design",35,NA,"2020-02-07 08:56:05","The Hidden Fortress","Action",1121,"Critic","Man","25 to 34","Heterosexual"
10014,"Humor",22,3,"2020-02-07 08:56:05","The Hidden Fortress","Action",1121,"Critic","Man","25 to 34","Heterosexual"
10014,"Character Arcs",3,1,"2020-02-07 08:56:05","The Hidden Fortress","Action",1121,"Critic","Man","25 to 34","Heterosexual"
10015,"Character Chemistry",4,9,"2020-02-08 12:24:33","The Ghost of Christmas Past","Fantasy",1059,"Paid Reviewer","Man","35 to 44","Heterosexual"
10015,"Costume Design",13,NA,"2020-02-08 12:24:33","The Ghost of Christmas Past","Fantasy",1059,"Paid Reviewer","Man","35 to 44","Heterosexual"
10015,"Direction",17,NA,"2020-02-08 12:24:33","The Ghost of Christmas Past","Fantasy",1059,"Paid Reviewer","Man","35 to 44","Heterosexual"
10015,"Character Development",5,9,"2020-02-08 12:24:33","The Ghost of Christmas Past","Fantasy",1059,"Paid Reviewer","Man","35 to 44","Heterosexual"
10015,"Humor",22,7,"2020-02-08 12:24:33","The Ghost of Christmas Past","Fantasy",1059,"Paid Reviewer","Man","35 to 44","Heterosexual"
10015,"Character Motivations",7,9,"2020-02-08 12:24:33","The Ghost of Christmas Past","Fantasy",1059,"Paid Reviewer","Man","35 to 44","Heterosexual"
10016,"Dialogue Quality",16,6,"2020-02-09 10:09:19","The Secret of the Hidden Valley","Fantasy",1145,"Regular Viewer","Woman","35 to 44","Heterosexual"
10016,"Suspense",38,4,"2020-02-09 10:09:19","The Secret of the Hidden Valley","Fantasy",1145,"Regular Viewer","Woman","35 to 44","Heterosexual"
10016,"Narrative Structure",27,7,"2020-02-09 10:09:19","The Secret of the Hidden Valley","Fantasy",1145,"Regular Viewer","Woman","35 to 44","Heterosexual"
10016,"Visual Effects",44,3,"2020-02-09 10:09:19","The Secret of the Hidden Valley","Fantasy",1145,"Regular Viewer","Woman","35 to 44","Heterosexual"
10016,"Character Development",5,3,"2020-02-09 10:09:19","The Secret of the Hidden Valley","Fantasy",1145,"Regular Viewer","Woman","35 to 44","Heterosexual"
10016,"Character Chemistry",4,6,"2020-02-09 10:09:19","The Secret of the Hidden Valley","Fantasy",1145,"Regular Viewer","Woman","35 to 44","Heterosexual"
10016,"Viewer Engagement",41,6,"2020-02-09 10:09:19","The Secret of the Hidden Valley","Fantasy",1145,"Regular Viewer","Woman","35 to 44","Heterosexual"
10016,"Originality",28,NA,"2020-02-09 10:09:19","The Secret of the Hidden Valley","Fantasy",1145,"Regular Viewer","Woman","35 to 44","Heterosexual"
10016,"Message",25,2,"2020-02-09 10:09:19","The Secret of the Hidden Valley","Fantasy",1145,"Regular Viewer","Woman","35 to 44","Heterosexual"
10017,"Music Score",26,10,"2020-02-10 09:50:51","The Silent Witness","Mystery",1275,"Paid Reviewer","Woman","45 to 54","Queer"
10017,"Viewer Expectations",42,9,"2020-02-10 09:50:51","The Silent Witness","Mystery",1275,"Paid Reviewer","Woman","45 to 54","Queer"
10017,"Message",25,9,"2020-02-10 09:50:51","The Silent Witness","Mystery",1275,"Paid Reviewer","Woman","45 to 54","Queer"
10017,"Cohesion",11,9,"2020-02-10 09:50:51","The Silent Witness","Mystery",1275,"Paid Reviewer","Woman","45 to 54","Queer"
10017,"Editing",18,9,"2020-02-10 09:50:51","The Silent Witness","Mystery",1275,"Paid Reviewer","Woman","45 to 54","Queer"
10017,"Sound Design",35,8,"2020-02-10 09:50:51","The Silent Witness","Mystery",1275,"Paid Reviewer","Woman","45 to 54","Queer"
10018,"Rewatchability",32,2,"2020-02-11 11:52:52","The Forgotten Path of Destiny","Drama",1019,"Critic","Man","35 to 44","Homosexual"
10018,"World-Building",46,2,"2020-02-11 11:52:52","The Forgotten Path of Destiny","Drama",1019,"Critic","Man","35 to 44","Homosexual"
10018,"Cinematography",10,4,"2020-02-11 11:52:52","The Forgotten Path of Destiny","Drama",1019,"Critic","Man","35 to 44","Homosexual"
10018,"Originality",28,3,"2020-02-11 11:52:52","The Forgotten Path of Destiny","Drama",1019,"Critic","Man","35 to 44","Homosexual"
10018,"Message",25,1,"2020-02-11 11:52:52","The Forgotten Path of Destiny","Drama",1019,"Critic","Man","35 to 44","Homosexual"
10018,"Sound Design",35,5,"2020-02-11 11:52:52","The Forgotten Path of Destiny","Drama",1019,"Critic","Man","35 to 44","Homosexual"
10019,"Cameos",2,1,"2020-02-14 09:22:57","The Enigma of the Lost City","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10019,"Viewer Expectations",42,3,"2020-02-14 09:22:57","The Enigma of the Lost City","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10019,"Character Development",5,NA,"2020-02-14 09:22:57","The Enigma of the Lost City","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10019,"Emotional Impact",19,NA,"2020-02-14 09:22:57","The Enigma of the Lost City","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10019,"Genre Execution",21,1,"2020-02-14 09:22:57","The Enigma of the Lost City","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10019,"Music Score",26,NA,"2020-02-14 09:22:57","The Enigma of the Lost City","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10019,"Sound Design",35,NA,"2020-02-14 09:22:57","The Enigma of the Lost City","Fantasy",1257,"Critic","Woman","45 to 54","Heterosexual"
10020,"Genre Execution",21,7,"2020-02-17 00:34:29","The Whispering Shadows of Time","Thriller",1248,"Regular Viewer","Woman","35 to 44",NA
10020,"Cinematography",10,5,"2020-02-17 00:34:29","The Whispering Shadows of Time","Thriller",1248,"Regular Viewer","Woman","35 to 44",NA
10020,"Theme",40,4,"2020-02-17 00:34:29","The Whispering Shadows of Time","Thriller",1248,"Regular Viewer","Woman","35 to 44",NA
10020,"Cohesion",11,3,"2020-02-17 00:34:29","The Whispering Shadows of Time","Thriller",1248,"Regular Viewer","Woman","35 to 44",NA
10020,"Emotional Impact",19,7,"2020-02-17 00:34:29","The Whispering Shadows of Time","Thriller",1248,"Regular Viewer","Woman","35 to 44",NA
10020,"Suspense",38,3,"2020-02-17 00:34:29","The Whispering Shadows of Time","Thriller",1248,"Regular Viewer","Woman","35 to 44",NA
10020,"Dialogue Quality",16,9,"2020-02-17 00:34:29","The Whispering Shadows of Time","Thriller",1248,"Regular Viewer","Woman","35 to 44",NA
10021,"World-Building",46,5,"2020-02-17 01:43:49","The Sound of Silence","Drama",1001,"Paid Reviewer","Man","35 to 44","Heterosexual"
10021,"Subplots",37,10,"2020-02-17 01:43:49","The Sound of Silence","Drama",1001,"Paid Reviewer","Man","35 to 44","Heterosexual"
10021,"Character Arcs",3,6,"2020-02-17 01:43:49","The Sound of Silence","Drama",1001,"Paid Reviewer","Man","35 to 44","Heterosexual"
10021,"Storyline",36,9,"2020-02-17 01:43:49","The Sound of Silence","Drama",1001,"Paid Reviewer","Man","35 to 44","Heterosexual"
10021,"Cultural Impact",14,9,"2020-02-17 01:43:49","The Sound of Silence","Drama",1001,"Paid Reviewer","Man","35 to 44","Heterosexual"
10021,"Dialogue Quality",16,9,"2020-02-17 01:43:49","The Sound of Silence","Drama",1001,"Paid Reviewer","Man","35 to 44","Heterosexual"
10021,"Music Score",26,7,"2020-02-17 01:43:49","The Sound of Silence","Drama",1001,"Paid Reviewer","Man","35 to 44","Heterosexual"
10021,"Character Motivations",7,9,"2020-02-17 01:43:49","The Sound of Silence","Drama",1001,"Paid Reviewer","Man","35 to 44","Heterosexual"
10021,"Emotional Impact",19,9,"2020-02-17 01:43:49","The Sound of Silence","Drama",1001,"Paid Reviewer","Man","35 to 44","Heterosexual"
10022,"Character Development",5,4,"2020-02-18 17:46:30","The Last Chance","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10022,"Rewatchability",32,2,"2020-02-18 17:46:30","The Last Chance","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10022,"Originality",28,7,"2020-02-18 17:46:30","The Last Chance","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10022,"Screenplay",34,4,"2020-02-18 17:46:30","The Last Chance","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10022,"Symbolism",39,7,"2020-02-18 17:46:30","The Last Chance","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10022,"Dialogue Quality",16,9,"2020-02-18 17:46:30","The Last Chance","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10023,"Viewer Engagement",41,7,"2020-02-19 04:52:26","The Great Heist of the Century","Action",1297,"Paid Reviewer","Man","35 to 44","Homosexual"
10023,"Sound Design",35,9,"2020-02-19 04:52:26","The Great Heist of the Century","Action",1297,"Paid Reviewer","Man","35 to 44","Homosexual"
10023,"Dialogue Quality",16,7,"2020-02-19 04:52:26","The Great Heist of the Century","Action",1297,"Paid Reviewer","Man","35 to 44","Homosexual"
10023,"Immersion",23,8,"2020-02-19 04:52:26","The Great Heist of the Century","Action",1297,"Paid Reviewer","Man","35 to 44","Homosexual"
10023,"Cinematic Techniques",8,8,"2020-02-19 04:52:26","The Great Heist of the Century","Action",1297,"Paid Reviewer","Man","35 to 44","Homosexual"
10023,"Character Motivations",7,8,"2020-02-19 04:52:26","The Great Heist of the Century","Action",1297,"Paid Reviewer","Man","35 to 44","Homosexual"
10024,"Symbolism",39,7,"2020-02-19 21:32:08","The Lost Expedition","Fantasy",1178,"Critic",NA,"45 to 54","Heterosexual"
10024,"Emotional Impact",19,2,"2020-02-19 21:32:08","The Lost Expedition","Fantasy",1178,"Critic",NA,"45 to 54","Heterosexual"
10024,"Cinematic Techniques",8,8,"2020-02-19 21:32:08","The Lost Expedition","Fantasy",1178,"Critic",NA,"45 to 54","Heterosexual"
10024,"Cameos",2,3,"2020-02-19 21:32:08","The Lost Expedition","Fantasy",1178,"Critic",NA,"45 to 54","Heterosexual"
10024,"Impact on Viewer",24,2,"2020-02-19 21:32:08","The Lost Expedition","Fantasy",1178,"Critic",NA,"45 to 54","Heterosexual"
10024,"Character Development",5,3,"2020-02-19 21:32:08","The Lost Expedition","Fantasy",1178,"Critic",NA,"45 to 54","Heterosexual"
10024,"Conflict Resolution",12,3,"2020-02-19 21:32:08","The Lost Expedition","Fantasy",1178,"Critic",NA,"45 to 54","Heterosexual"
10024,"Visual Effects",44,1,"2020-02-19 21:32:08","The Lost Expedition","Fantasy",1178,"Critic",NA,"45 to 54","Heterosexual"
10024,"Sound Design",35,1,"2020-02-19 21:32:08","The Lost Expedition","Fantasy",1178,"Critic",NA,"45 to 54","Heterosexual"
10024,"Immersion",23,4,"2020-02-19 21:32:08","The Lost Expedition","Fantasy",1178,"Critic",NA,"45 to 54","Heterosexual"
10025,"Screenplay",34,3,"2020-02-24 19:01:10","The Heart of the Matter","Drama",1218,"Critic","Man","25 to 34","Heterosexual"
10025,"Dialogue Quality",16,8,"2020-02-24 19:01:10","The Heart of the Matter","Drama",1218,"Critic","Man","25 to 34","Heterosexual"
10025,"Rewatchability",32,NA,"2020-02-24 19:01:10","The Heart of the Matter","Drama",1218,"Critic","Man","25 to 34","Heterosexual"
10025,"Message",25,3,"2020-02-24 19:01:10","The Heart of the Matter","Drama",1218,"Critic","Man","25 to 34","Heterosexual"
10025,"Cinematic Techniques",8,3,"2020-02-24 19:01:10","The Heart of the Matter","Drama",1218,"Critic","Man","25 to 34","Heterosexual"
10025,"Narrative Structure",27,3,"2020-02-24 19:01:10","The Heart of the Matter","Drama",1218,"Critic","Man","25 to 34","Heterosexual"
10026,"Cultural Representation",15,9,"2020-02-27 16:43:31","The Sound of Silence","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10026,"Originality",28,7,"2020-02-27 16:43:31","The Sound of Silence","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10026,"Acting Performance",1,8,"2020-02-27 16:43:31","The Sound of Silence","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10026,"Narrative Structure",27,9,"2020-02-27 16:43:31","The Sound of Silence","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10026,"Viewer Expectations",42,8,"2020-02-27 16:43:31","The Sound of Silence","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10026,"Character Arcs",3,10,"2020-02-27 16:43:31","The Sound of Silence","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10026,"Screenplay",34,NA,"2020-02-27 16:43:31","The Sound of Silence","Drama",1056,"Paid Reviewer","Woman","25 to 34","Bisexual"
10027,"Theme",40,5,"2020-02-29 20:59:42","The Hidden Fortress","Action",1057,"Regular Viewer","Woman","35 to 44","Heterosexual"
10027,"Editing",18,2,"2020-02-29 20:59:42","The Hidden Fortress","Action",1057,"Regular Viewer","Woman","35 to 44","Heterosexual"
10027,"Immersion",23,6,"2020-02-29 20:59:42","The Hidden Fortress","Action",1057,"Regular Viewer","Woman","35 to 44","Heterosexual"
10027,"Character Flaws",6,3,"2020-02-29 20:59:42","The Hidden Fortress","Action",1057,"Regular Viewer","Woman","35 to 44","Heterosexual"
10027,"Narrative Structure",27,5,"2020-02-29 20:59:42","The Hidden Fortress","Action",1057,"Regular Viewer","Woman","35 to 44","Heterosexual"
10027,"Character Arcs",3,3,"2020-02-29 20:59:42","The Hidden Fortress","Action",1057,"Regular Viewer","Woman","35 to 44","Heterosexual"
10028,"Visual Effects",44,NA,"2020-03-03 17:38:31","The Enchanted Forest","Fantasy",1236,"Critic","Man","35 to 44","Heterosexual"
10028,"Screenplay",34,NA,"2020-03-03 17:38:31","The Enchanted Forest","Fantasy",1236,"Critic","Man","35 to 44","Heterosexual"
10028,"Theme",40,5,"2020-03-03 17:38:31","The Enchanted Forest","Fantasy",1236,"Critic","Man","35 to 44","Heterosexual"
10028,"Cultural Impact",14,5,"2020-03-03 17:38:31","The Enchanted Forest","Fantasy",1236,"Critic","Man","35 to 44","Heterosexual"
10028,"Satisfaction with Plot Twists",33,2,"2020-03-03 17:38:31","The Enchanted Forest","Fantasy",1236,"Critic","Man","35 to 44","Heterosexual"
